# language_name_wals:	German
# language_name_glotto:	German
# iso639_3:	deu
# year_composed:	NA
# year_published:	2017
# mode:	written
# genre_broad:	conversation
# genre_narrow:	NA
# writing_system:	Latn
# special_characters:	NA
# short_description:	phon
# source:	https://phon.talkbank.org/data-orig/German/TAKI/Parents/LD/LD6061.cha
# copyright_short:	https://sla.talkbank.org/TBB/phon
# copyright_long:	Phon and PhonBank: Rose, Y., & MacWhinney, B. (2014). The PhonBank Project: Data and software-assisted methods for the study of phonology and phonological development. In Durand J., Gut U., & Kristoffersen, G. (Eds.), The Oxford handbook of corpus phonology (pp. 380-401). Oxford, UK: Oxford University Press. Note: Please also acknowledge this grant support for PhonBank -- NIH-NICHHD RO1-HD051698.
# sample_type:	whole
# comments:	NA
okay . 37622_38188
der . 837646_838132
Mama . 838347_838780
Dooba . 840011_840643
und . 840643_840848
Dobaa . 840848_841475
Baadoni . 847089_847860
und . 847860_847996
Badonii . 847996_848487
nein . 873393_873909
das . 873909_874385
ist . 874385_874721
Naami . 874721_875292
und . 875292_875438
das . 875438_875794
ist . 875794_876054
Namii . 876054_876596
ja . 899717_900394
Baadoni . 913391_914092
Biimo . 923971_924728
und . 925846_925986
dann . 925986_926352
Bimoo . 926713_927234
Biimo . 929946_930432
und . 941554_941680
der . 941680_941995
heisst . 941995_942296
Dobaa . 942296_942744
Valerie . 947238_947599
spiel . 947599_947940
vernünftig . 947940_948757
ähm . 954346_954641
mein . 954641_954857
rechter . 954857_955203
rechter . 955203_955569
Platz . 955569_956060
ist . 956060_956270
leer . 956270_956461
mein . 956461_956676
rechter . 956676_956967
rechter . 956967_957268
Platz . 957268_957603
ist . 957603_957759
leer . 957759_957934
wollen . 957934_958205
mir . 958205_958380
Valli . 965458_965698
komm . 965698_965999
ja . 982364_982459
der . 982584_982755
darf . 982755_982920
anfangen . 982920_983487
mein . 1001676_1001862
rechter . 1001862_1002428
Miidano . 1017795_1018467
als . 1034742_1034917
was . 1034917_1035103
soll . 1035103_1035233
ich . 1035233_1035363
kommen . 1035363_1035642
mm . 1047603_1047879
ähm . 1047879_1048210
Mama . 1048280_1048601
ich . 1048686_1048942
wir . 1049242_1049408
müssen . 1049408_1049623
erst . 1049623_1049789
ausmachen . 1049789_1050210
wer . 1050210_1050340
was . 1050340_1050500
spielt . 1050500_1050801
sonst . 1050801_1050997
weiss . 1050997_1051257
mans . 1051257_1051483
ja . 1051483_1051578
nicht . 1051578_1051944
ich . 1065161_1065382
ach . 1066575_1066715
Valerie . 1066715_1067256
jetzt . 1094663_1094859
kommt . 1094859_1095225
Naami . 1095225_1095681
gell . 1095681_1095901
mein . 1097676_1097956
rechter . 1097956_1098563
rechter . 1098563_1099019
Platz . 1099019_1099510
ist . 1099510_1099771
leer . 1099771_1100152
da . 1100152_1100352
wünsche . 1100352_1100778
ich . 1100888_1101124
mir . 1101124_1101695
den . 1101695_1102157
kleinen . 1102698_1103284
Fischotter . 1103660_1104292
Dobaa . 1104292_1104818
her . 1104978_1105389
als . 1108061_1110517
als . 1117108_1117349
Krokodil . 1117349_1118141
Mama . 1122526_1122817
mir . 1122817_1123098
Ma . 1123238_1123428
mir . 1123529_1123669
machen . 1123669_1123950
so . 1123950_1124120
we . 1124120_1124286
wenn . 1124286_1124496
man . 1124496_1124712
wenn . 1124712_1124867
man . 1124867_1124977
einen . 1124977_1125158
genommen . 1125158_1125378
hat . 1125378_1125539
soll . 1125539_1125709
man . 1125709_1125804
nicht . 1125804_1125940
von . 1125940_1126110
sich . 1126110_1126290
einen . 1126290_1126486
nehmen . 1126486_1126666
dann . 1126666_1126757
muss . 1126757_1126927
man . 1126927_1127047
alles . 1127047_1127268
selber . 1127268_1127498
sprechen . 1127498_1127919
ist . 1127919_1128015
ja . 1128015_1128117
blöd . 1128117_1128471
Valerie . 1130526_1130917
du . 1130917_1131027
bist . 1131027_1131252
mit . 1131252_1131338
dem . 1131338_1131548
dran . 1131548_1131889
rechts . 1136375_1137072
als . 1143523_1143803
was . 1143803_1144034
soll . 1144034_1144279
ich . 1144279_1144435
kommen . 1144435_1145187
wer . 1152454_1152655
kommt . 1152655_1152820
jetzt . 1152820_1152950
dran . 1152950_1153181
des . 1153181_1153477
ach . 1155321_1155517
des . 1155517_1155848
mein . 1156735_1156930
rechter . 1156930_1157421
rechter . 1157421_1157968
Platz . 1157968_1158454
ist . 1158454_1158760
leer . 1158760_1159060
da . 1159060_1159266
wünsche . 1159266_1159687
ich . 1159687_1159872
mir . 1159993_1160168
das . 1160168_1160444
Naami . 1160444_1161005
her . 1161005_1161296
ist . 1164128_1164253
ja . 1164253_1164343
egal . 1164343_1164694
als . 1165381_1166910
Sandmännchen . 1168925_1169812
nein . 1173030_1173305
der . 1173305_1173631
des . 1173631_1174202
als . 1197570_1197835
was . 1197835_1198006
als . 1202943_1203178
was . 1203178_1203404
soll . 1203404_1203589
ich . 1203589_1203750
kommen . 1203750_1204306
als . 1207860_1208025
Aufkleber . 1208025_1208591
also . 1209544_1209855
ich . 1209855_1210095
beppe . 1210095_1210636
an . 1210636_1211072
deiner . 1211072_1211448
Hand . 1211448_1211709
fest . 1211709_1212035
ich . 1220511_1220761
mein . 1221713_1222119
rechter . 1222119_1222871
rechter . 1222871_1223418
Platz . 1223418_1224099
ist . 1224099_1224470
leer . 1224470_1224846
da . 1224846_1225032
wünsche . 1225032_1225523
ich . 1225523_1225798
mir . 1225798_1226465
den . 1227122_1227357
Dobaa . 1227357_1227783
her . 1228209_1228415
also . 1228520_1228721
den . 1228721_1228951
Dooba . 1228951_1229412
her . 1229412_1229683
Dobaa . 1231397_1232274
mhm . 1232906_1233367
als . 1237482_1237657
kleine . 1237657_1237998
Prinzessin . 1237998_1238755
können . 1248173_1248349
mwir . 1248349_1248434
mal . 1248434_1248614
faules . 1248614_1249085
Ei . 1249085_1249336
spielen . 1249336_1250013
Rucksack . 1264663_1265325
als . 1291068_1291374
was . 1291374_1291574
soll . 1291574_1291825
ich . 1291825_1291985
kommen . 1291985_1292642
Spaten . 1301027_1301784
nein . 1306536_1306826
Spaten . 1306826_1307603
Spaten . 1307603_1308049
haste . 1308049_1308290
ja . 1308290_1308360
gesagt . 1308360_1308691
ich . 1308992_1309352
hacke . 1309352_1309919
die . 1309919_1310425
Erde . 1310425_1311092
ich . 1311297_1311468
hacke . 1311468_1311944
die . 1311944_1312325
Erde . 1312530_1313172
wer . 1317387_1317522
kommt . 1317522_1318119
ach . 1319016_1319166
ich . 1319166_1319467
mein . 1320054_1320329
rechter . 1320329_1320901
rechter . 1320901_1321312
Platz . 1321312_1321913
ist . 1321913_1322224
leer . 1322224_1322595
da . 1322595_1322800
wünsche . 1322800_1323146
ich . 1323146_1323362
mir . 1323362_1323592
den . 1323592_1323753
kleinen . 1323753_1324119
Fischer . 1324119_1324605
Fischotter . 1324840_1325427
Dobaa . 1325427_1326013
her . 1326013_1326424
als . 1328965_1330614
als . 1331782_1332038
Purzelbaum . 1332038_1332780
ich . 1341827_1341997
glaube . 1341997_1342298
des . 1342298_1342423
macht . 1342423_1342724
keinen . 1342724_1342879
Spass . 1342879_1343411
mehr . 1343411_1343932
ich . 1355189_1355325
habe . 1355325_1355540
den . 1355540_1355781
tschüss . 1356352_1357104
Namii . 1357264_1358101
tschüss . 1358101_1358658
Naami . 1358658_1359866
tschüss . 1364968_1365374
Dobaa . 1365374_1365906
tschüss . 1365906_1366307
Dooba . 1366307_1367234
tschüss . 1367870_1368281
Miida . 1368281_1368968
äh . 1369063_1369194
tschüss . 1369194_1369635
Miidano . 1369835_1370662
noo . 1371289_1371735
tschüss . 1371950_1372266
Midanoo . 1372266_1373138
tschüss . 1373870_1374426
Ba . 1374426_1374752
tschüss . 1385448_1385759
Baado . 1385759_1386691
Baadoni . 1386892_1387508
und . 1387508_1387654
Baa . 1387654_1387909
tschüss . 1387979_1388255
Baadoni . 1388255_1388867
