# language_name_wals:	German
# language_name_glotto:	German
# iso639_3:	deu
# year_composed:	NA
# year_published:	2017
# mode:	written
# genre_broad:	conversation
# genre_narrow:	NA
# writing_system:	Latn
# special_characters:	NA
# short_description:	phon
# source:	https://phon.talkbank.org/data-orig/German/TAKI/VD/ADVD5111.cha
# copyright_short:	https://sla.talkbank.org/TBB/phon
# copyright_long:	Phon and PhonBank: Rose, Y., & MacWhinney, B. (2014). The PhonBank Project: Data and software-assisted methods for the study of phonology and phonological development. In Durand J., Gut U., & Kristoffersen, G. (Eds.), The Oxford handbook of corpus phonology (pp. 380-401). Oxford, UK: Oxford University Press. Note: Please also acknowledge this grant support for PhonBank -- NIH-NICHHD RO1-HD051698.
# sample_type:	whole
# comments:	NA
guten . 1693_2002
spielen . 370413_370703
gut . 372960_373127
dann . 373127_373404
räum . 373404_373716
ich . 373716_373788
die . 373788_373931
gleich . 373931_374278
wieder . 374278_374476
weg . 374476_374762
des . 384728_384891
ist . 384891_385032
Dooba . 385032_385484
des . 386975_387189
ist . 387189_387319
Baadoni . 387319_387981
Biimo . 404577_405058
Midanoo . 423636_424256
na . 432975_433246
der . 433246_433435
Midanoo . 433435_433992
ist . 433992_434116
ja . 434116_434227
ein . 434227_434282
Stänkerfritze . 434282_435254
nein . 455739_455936
des . 455936_456131
ist . 456131_456266
Dooba . 456266_456656
wenn . 474161_474326
ich . 474326_474501
hier . 474501_474605
fertig . 474605_475102
bin . 475102_475347
komm . 475347_475636
ich . 475636_475784
und . 475784_475934
dann . 475934_476070
kannst . 476070_476391
du . 476391_476468
Steckspiel . 476468_477120
machen . 477120_477511
jetzt . 477511_477775
musst . 477775_478005
du . 478005_478091
dich . 478091_478263
noch . 478263_478476
zwei . 478476_478731
Minuten . 478731_479194
gedulden . 479194_479734
bitte . 479734_480014
nein . 483058_483639
Badonii . 486184_486752
gemolken . 493632_494403
wird . 494403_494701
Dobaa . 500943_501432
setzt . 510219_510593
sich . 510593_510743
auf . 510743_510939
den . 510939_511127
Balken . 511127_511519
und . 511519_511680
balanciert . 511680_512408
ok . 512408_512890
Miidano . 534658_535270
auf . 554181_554353
wessen . 554353_554643
Kopf . 554643_554944
ja . 569889_570070
warte . 585025_585348
halt . 585348_585653
die . 591590_591793
hatten . 591793_592089
wir . 592089_592252
grad . 592252_592703
die . 593824_593965
wolltest . 593965_594488
du . 594488_594660
nicht . 594660_595060
die . 596908_597022
könntest . 597022_597460
du . 597460_597550
auch . 597550_597790
noch . 597790_598013
nehmen . 598013_598290
ok . 603815_604092
dann . 604092_604309
nimmst . 604309_604646
du . 604646_604713
die . 604713_604864
Dobaa . 621693_622164
Bimoo . 631462_631951
nein . 633179_633309
Quatsch . 633309_633699
Biimo . 633699_634134
ist . 634134_634351
des . 634351_634614
nein . 672881_673215
Dobaa . 673215_673698
Dobaa . 675348_675786
des . 690272_690445
ist . 690445_690616
Namii . 690616_691015
Valli . 699350_699606
horch . 699606_699858
mal . 699858_700009
des . 700009_700229
groß . 700229_700825
Zebra . 700825_701275
heisst . 701275_701605
Naami . 701605_702447
genau . 704656_705056
und . 705056_705220
des . 705220_705375
kleine . 705375_705880
heiß . 705880_706214
Namii . 706214_706694
Midanoo . 720189_720709
Badonii . 724983_725522
Badonii . 726839_727373
auweia . 743721_744298
mit . 744298_744481
einem . 744481_744750
riesen . 744750_745239
Platsch . 745239_745948
und . 746605_746699
die . 746699_746799
ganzen . 746799_747251
Leute . 747251_747625
mit . 747625_747837
ihren . 747837_747996
Fotoapparaten . 747996_749023
werden . 749023_749229
alle . 749229_749486
nass . 749486_749763
gespritzt . 749763_750552
gut . 760949_761171
letzte . 761702_762070
Seite . 762070_762482
einmal . 762482_762812
Rutschpartie . 762812_763525
letzte . 766170_766565
Seite . 766565_766898
für . 766898_767104
heute . 767104_767400
ok . 767400_767739
du . 779953_780082
Valli . 780082_780387
horch . 780387_780671
mal . 780671_780780
du . 780780_780921
hast . 780921_781117
des . 781117_781256
ganz . 781256_781615
toll . 781615_781883
gemacht . 781883_782211
dass . 782211_782463
du . 782463_782524
dir . 782524_782708
ein . 782708_782787
Tier . 782787_783008
ausgesucht . 783008_783621
hast . 783621_783904
dass . 783904_784116
du . 784116_784198
gesagt . 784198_784668
hast . 784668_784903
wie . 785240_785311
des . 785311_785538
heisst . 785538_785905
und . 785905_786078
wo . 786078_786225
du . 786225_786368
es . 786368_786492
hinstellst . 786492_787336
des . 788067_788256
war . 788256_788383
ganz . 788383_788773
toll . 788773_789081
genau . 790561_790931
des . 792363_792577
ist . 792577_792718
Dooba . 792718_793255
alle . 805157_805386
zum . 805386_805609
schreienden . 805609_806123
Menschen . 806123_806624
was . 824134_824354
hältst . 824354_824592
du . 824592_824649
denn . 824649_824859
davon . 824859_825218
wenn . 825218_825457
die . 825457_825553
mal . 825553_825772
spielen . 825772_826200
mein . 826200_826436
rechter . 826436_826826
rechter . 826826_827165
Platz . 827165_827607
ist . 827607_827809
leer . 827809_828100
ja . 828324_828548
wollen . 828736_828912
wir . 828912_829000
des . 829000_829224
mal . 829224_829369
spielen . 829369_829815
pass . 830596_830817
mal . 830817_830931
auf . 830931_831163
wir . 831163_831274
Kreis . 832146_832749
na . 840011_840279
müssen . 840586_840905
es . 845439_845599
muss . 845599_845828
nur . 845828_845992
eine . 845992_846241
eine . 846652_846885
Sitzlücke . 846885_847504
sein . 847504_847802
na . 848546_848747
wo . 848841_848964
soll . 848964_849166
die . 849166_849263
sein . 849263_849656
ok . 852988_853441
so . 854179_854332
dann . 854332_854518
fängt . 854518_854792
Dooba . 854792_855242
an . 855242_855488
genau . 862528_863115
ok . 871942_872396
jetzt . 875553_875816
sagt . 875816_876063
des . 876063_876346
Namii . 876346_876743
na . 882819_883185
das . 883185_883347
geht . 883347_883540
ja . 883540_883617
da . 883617_883728
immer . 883728_883971
hin . 883971_884113
und . 884113_884282
her . 884282_884460
ok . 888559_889010
des . 889010_889352
ist . 889352_889505
der . 889505_889756
jetzt . 896643_896855
ist . 896855_897010
Miidano . 897010_897567
dran . 897567_897928
jetzt . 913206_913514
ist . 913514_913721
der . 913721_913937
Badonii . 913937_914692
als . 928142_928345
Pferd . 928345_928744
jetzt . 929488_929718
ist . 929718_929859
Namii . 929859_930278
des . 939785_940021
ist . 940021_940190
der . 940190_940370
Adler . 940370_940727
mit . 940727_940863
den . 940863_941012
ausgebreiteten . 941012_941891
Flügeln . 941891_942316
der . 952517_952678
Biimo . 953012_953407
des . 962199_962384
ist . 962384_962526
Namii . 962526_962955
Midanoo . 975186_975688
Miidano . 984419_984874
ist . 984874_985010
das . 985010_985235
Dobaa . 994106_994440
ist . 994602_994781
dran . 994781_995042
Namii . 1005084_1005431
jetzt . 1019877_1020094
ist . 1020094_1020256
Biimo . 1020256_1020696
dran . 1020696_1021070
jetzt . 1044626_1045016
ist . 1045016_1045189
der . 1045189_1045604
Badonii . 1046454_1047093
dran . 1047093_1047561
Miidano . 1065513_1066020
als . 1077627_1077949
Holzhammer . 1077949_1079212
jetzt . 1082637_1082893
ist . 1082893_1083086
Biimo . 1083086_1083493
dran . 1083493_1083763
ah . 1086085_1086321
der . 1086321_1086468
Besuchshund . 1086468_1087115
na . 1087403_1087526
klar . 1087526_1087788
des . 1097406_1097565
ist . 1097565_1097719
Namii . 1097719_1098064
Bimoo . 1102931_1103407
war . 1103407_1103585
noch . 1103585_1103767
gar . 1103767_1104017
nicht . 1104017_1104175
dran . 1104175_1104349
nimm . 1104349_1104562
doch . 1104562_1104707
den . 1104707_1104924
Bimoo . 1104924_1105337
und . 1105530_1105612
dann . 1105612_1105811
hören . 1105811_1105997
wir . 1105997_1106111
auf . 1106111_1106369
ok . 1106369_1106745
mein . 1108516_1108703
rechter . 1108703_1109060
rechter . 1109060_1109421
Platz . 1109421_1109790
ist . 1109790_1109955
leer . 1109955_1110148
ich . 1110148_1110390
wünsche . 1110390_1110821
mir . 1110821_1111073
den . 1111073_1111318
Bimoo . 1111318_1111812
her . 1112147_1112415
nein . 1116466_1116660
halt . 1116660_1116972
Bimoo . 1118132_1118507
ist . 1118507_1118680
der . 1118680_1118800
Eisbär . 1118800_1119222
genau . 1120895_1121216
nein . 1122910_1123207
ach . 1125414_1125567
so . 1125567_1125701
dann . 1125701_1125903
spielen . 1125903_1126121
wir . 1126121_1126237
noch . 1126237_1126363
eine . 1126363_1126629
Runde . 1126629_1126896
mit . 1126896_1127085
Biimo . 1127085_1127521
jetzt . 1127853_1128033
ist . 1128033_1128148
erstmal . 1128148_1128458
Bimoo . 1128458_1128779
dran . 1128779_1129039
und . 1139011_1139246
Naami . 1139246_1139621
macht . 1139621_1139864
die . 1139864_1139978
letzte . 1139978_1140385
Runde . 1140385_1140666
und . 1140666_1140816
wünscht . 1140816_1141166
sich . 1141166_1141307
den . 1141307_1141514
Biimo . 1141514_1141872
super . 1152824_1153139
das . 1153139_1153295
hast . 1153295_1153487
du . 1153487_1153564
ganz . 1153564_1153892
ganz . 1153892_1154171
toll . 1154171_1154405
gemacht . 1154405_1154864
Biimo . 1159771_1160267
Luisa . 1167527_1167942
wir . 1167942_1168071
sind . 1168071_1168356
noch . 1168356_1168491
nicht . 1168491_1168693
fertig . 1168693_1169288
nein . 1170784_1171110
ich . 1171110_1171227
kann . 1171227_1171490
keine . 1171490_1171768
Pferde . 1171768_1172169
malen . 1172169_1172587
also . 1173763_1174119
Biimo . 1174784_1175221
ich . 1191049_1191202
glaube . 1191202_1191571
jetzt . 1191571_1191766
würfelst . 1191766_1192297
du . 1192297_1192376
alles . 1192376_1192735
durcheinander . 1192735_1193556
Dobaa . 1198013_1198509
Biimo . 1203719_1204621
tschüss . 1206747_1207006
Miidano . 1207006_1207900
super . 1210845_1211156
Valerie . 1211156_1211608
ganz . 1211867_1212189
toll . 1212189_1212427
gemacht . 1212427_1212897
